id,ACR_MD,ACR-L_MD,ACR-R_MD,ALIC_MD,ALIC-L_MD,ALIC-R_MD,AverageFA_MD,BCC_MD,CC_MD,CGC_MD,CGC-L_MD,CGC-R_MD,CGH_MD,CGH-L_MD,CGH-R_MD,CR_MD,CR-L_MD,CR-R_MD,CST_MD,CST-L_MD,CST-R_MD,EC_MD,EC-L_MD,EC-R_MD,FX_MD,FX/ST-L_MD,FX/ST-R_MD,FXST_MD,GCC_MD,IC_MD,IC-L_MD,IC-R_MD,IFO_MD,IFO-L_MD,IFO-R_MD,PCR_MD,PCR-L_MD,PCR-R_MD,PLIC_MD,PLIC-L_MD,PLIC-R_MD,PTR_MD,PTR-L_MD,PTR-R_MD,RLIC_MD,RLIC-L_MD,RLIC-R_MD,SCC_MD,SCR_MD,SCR-L_MD,SCR-R_MD,SFO_MD,SFO-L_MD,SFO-R_MD,SLF_MD,SLF-L_MD,SLF-R_MD,SS_MD,SS-L_MD,SS-R_MD,UNC_MD,UNC-L_MD,UNC-R_MD
SPN01_CMH_0023_01,0.00101721,0.00109763,0.000936322,0.00141375,0.00168769,0.00116475,0.00150254,0.00201304,0.00218088,0.00110957,0.00120325,0.00100936,0.00336255,0.00341288,0.00331183,0.00109566,0.00112378,0.0010685,0.00196953,0.00182827,0.00212081,0.00115966,0.00121552,0.00110404,0.00311126,0.00170194,0.00154731,0.00163404,0.00194552,0.00132802,0.00147657,0.00118704,0.00148093,0.00151841,0.00144969,0.0015491,0.00151794,0.00157686,0.000959481,0.00100663,0.000912808,0.00188007,0.00216829,0.00160071,0.00167876,0.00183906,0.00152762,0.00259812,0.000949465,0.000957977,0.000941278,0.00145609,0.00181073,0.0011123,0.000976076,0.00099184,0.000960641,0.00154428,0.001801,0.00128676,0.00303821,0.00315595,0.00295707
SPN01_ZHH_0011_01,0.00097655,0.00101406,0.000938824,0.000911327,0.000950173,0.000876017,0.00128831,0.00145126,0.00173715,0.000958059,0.000968299,0.000947105,0.00281208,0.00298495,0.00263788,0.00099405,0.00098348,0.00100426,0.00148046,0.00159017,0.00136297,0.00111196,0.00105953,0.00116417,0.00298465,0.00126942,0.00125298,0.0012622,0.00139128,0.000977059,0.000948242,0.00100441,0.0014706,0.00126135,0.00164497,0.00141296,0.00130975,0.00150489,0.000804899,0.000795281,0.000814421,0.00179321,0.0016354,0.00194617,0.00124767,0.00113237,0.00135639,0.00240417,0.00079707,0.000786076,0.000807645,0.000766181,0.00074975,0.000782109,0.000932178,0.000978762,0.000886567,0.00118815,0.00115263,0.00122377,0.00294092,0.00280419,0.00303516
SPN01_MRC_0006_01,0.00140533,0.00142988,0.00138063,0.00247926,0.00248946,0.00246999,0.00154876,0.00233646,0.0023397,0.00106241,0.00108849,0.00103452,0.00208775,0.00209075,0.00208473,0.00135233,0.00136009,0.00134484,0.00110145,0.000974723,0.00118127,0.00129999,0.00121394,0.00138568,0.00272726,0.00170486,0.00178172,0.00173861,0.00247233,0.00164151,0.00163958,0.00164335,0.00168914,0.00146755,0.0018738,0.00147767,0.00147501,0.00148004,0.000887447,0.000905699,0.000869379,0.00206534,0.00219002,0.0019445,0.00169063,0.00169049,0.00169076,0.00223888,0.00122781,0.00122258,0.00123284,0.00260558,0.00274613,0.00246933,0.0011804,0.00116476,0.00119571,0.00135699,0.0013713,0.00134263,0.00265617,0.00263763,0.00266895
SPN01_ZHH_P001_01,0.00146814,0.00148498,0.00145121,0.00281301,0.00283544,0.00279263,0.00152693,0.00259566,0.00261824,0.000939696,0.000943125,0.000936028,0.00269106,0.00256875,0.00281431,0.00141231,0.00141677,0.00140801,0.0020053,0.00212568,0.00187637,0.00116597,0.00115003,0.00118185,0.00313896,0.0018651,0.00178841,0.00183143,0.00272998,0.00187434,0.00188363,0.00186553,0.00137342,0.00115339,0.00155677,0.00151492,0.00148068,0.00154542,0.00102528,0.00106492,0.000986043,0.00243721,0.00254113,0.00233649,0.0019343,0.00193676,0.00193198,0.00256057,0.00129635,0.00130642,0.00128667,0.00299802,0.0031604,0.00284061,0.00103,0.00106064,0.001,0.00150712,0.00152488,0.0014893,0.00300364,0.00299218,0.00301154
SPN01_ZHH_0019_01,0.0010731,0.00116478,0.000980888,0.00110464,0.00125084,0.000971739,0.00133301,0.00210318,0.00222162,0.000887299,0.000913854,0.000858894,0.00254583,0.00267175,0.00241894,0.00110913,0.00112882,0.00109011,0.00148622,0.00138888,0.00159046,0.00111176,0.00109566,0.0011278,0.00316962,0.00144472,0.00134132,0.00139932,0.00187278,0.00117205,0.00128112,0.00106853,0.00140443,0.00130494,0.00148733,0.00152162,0.00146656,0.00157067,0.000926101,0.000963278,0.000889299,0.00197479,0.00232441,0.00163592,0.0015319,0.00169769,0.00137558,0.00266109,0.000936329,0.000919514,0.000952503,0.00147219,0.00179964,0.00115477,0.000928711,0.00095524,0.000902736,0.00131524,0.00145542,0.00117463,0.00324149,0.00340595,0.00312814
SPN01_CMH_0002_01,0.00105706,0.00110954,0.00100427,0.00105272,0.00112539,0.000986664,0.00132759,0.00198344,0.00212387,0.000949886,0.000932675,0.000968297,0.00236862,0.00230713,0.00243059,0.00110926,0.00110656,0.00111188,0.0011655,0.00112875,0.00120486,0.001153,0.00113269,0.00117323,0.00290386,0.00142184,0.00141646,0.00141948,0.00192693,0.00116612,0.00117208,0.00116047,0.00105525,0.00115299,0.000973807,0.00152503,0.00148556,0.00156019,0.000938117,0.000943227,0.000933059,0.00179266,0.00196097,0.00162953,0.00155111,0.00149665,0.00160246,0.00247298,0.000953002,0.00091474,0.000989805,0.00112597,0.0012735,0.000982954,0.000930756,0.000962059,0.000900107,0.00141992,0.00152171,0.00131782,0.0029607,0.00304729,0.00290103
SPN01_ZHH_0018_01,0.00101607,0.00105285,0.000979081,0.000884228,0.000892888,0.000876356,0.00134313,0.00153566,0.00171704,0.000912038,0.000912091,0.000911981,0.00302124,0.00320118,0.00283993,0.00099714,0.00101055,0.000984186,0.00191351,0.00197279,0.00185003,0.00110804,0.00105333,0.00116252,0.00273932,0.00141049,0.00138544,0.00139949,0.00157018,0.000965945,0.000990518,0.000942623,0.00144644,0.00126639,0.00159649,0.00134045,0.00135262,0.00132961,0.000851563,0.000903495,0.000800154,0.00135841,0.00134922,0.00136732,0.00118414,0.00119305,0.00117574,0.00208261,0.000798228,0.000791798,0.000804413,0.000749546,0.000744269,0.000754662,0.000896571,0.000906436,0.000886912,0.00120767,0.00124382,0.00117141,0.00256268,0.00271429,0.0024582
SPN01_CMH_0020_01,0.00118587,0.00124156,0.00112986,0.00146213,0.00159545,0.00134094,0.0014633,0.00217207,0.00230203,0.000960042,0.000958342,0.00096186,0.00327662,0.00353449,0.00301677,0.00117673,0.00117595,0.00117748,0.00183694,0.00183452,0.00183953,0.00122815,0.00111132,0.00134449,0.00313144,0.00138313,0.00142351,0.00140086,0.00225928,0.00130147,0.00131072,0.00129268,0.00148789,0.00128592,0.00165619,0.00151446,0.00149536,0.00153147,0.000988289,0.000980204,0.000996293,0.00165735,0.00187752,0.00144395,0.00151089,0.00143074,0.00158646,0.00251438,0.000991727,0.000941593,0.00103995,0.00153223,0.00184664,0.00122745,0.000977558,0.000949061,0.00100546,0.00139392,0.00144021,0.00134748,0.00277269,0.00302594,0.00259816
SPN01_CMH_0015_01,0.00113412,0.00121782,0.00104994,0.00141644,0.0016391,0.00121404,0.00128817,0.00209331,0.00220261,0.000889756,0.00088962,0.000889902,0.0027055,0.00265481,0.00275657,0.00112831,0.00116554,0.00109235,0.00159647,0.00150898,0.00169016,0.00101547,0.000994799,0.00103606,0.00276496,0.00131215,0.00135015,0.00132884,0.00204711,0.00127727,0.0013558,0.00120273,0.00114386,0.00107709,0.0011995,0.0014612,0.00145737,0.00146461,0.000933908,0.000999041,0.000869432,0.00195916,0.00241157,0.00152064,0.00154419,0.00150915,0.00157723,0.00247609,0.000949563,0.000960259,0.000939275,0.00171604,0.00225188,0.0011966,0.000926292,0.000954019,0.000899144,0.0012223,0.00130172,0.00114264,0.00294231,0.00302842,0.00288297
SPN01_ZHH_0010_01,0.00129047,0.00129701,0.00128389,0.0019084,0.00203482,0.00179349,0.00150114,0.00209555,0.00228954,0.000995863,0.000997945,0.000993635,0.00311941,0.00338599,0.00285079,0.00119085,0.00116612,0.00121474,0.00130846,0.0013904,0.0012207,0.00117838,0.00115464,0.00120203,0.00305078,0.00144539,0.00141281,0.00143108,0.0024088,0.0014685,0.00151896,0.00142062,0.00158847,0.00136342,0.00177602,0.00143771,0.0013955,0.00147531,0.000981709,0.000995147,0.000968407,0.00192092,0.00206228,0.0017839,0.00160207,0.00164517,0.00156143,0.00246125,0.000950948,0.000901309,0.000998693,0.00187127,0.0022477,0.00150636,0.00106295,0.00110708,0.00101975,0.00147541,0.00153303,0.00141762,0.00291407,0.0029046,0.00292059
SPN01_ZHH_0006_01,0.00106167,0.00108007,0.00104316,0.00103961,0.00104929,0.00103081,0.00153943,0.00190891,0.0020595,0.00110584,0.00110655,0.00110508,0.00305205,0.00328368,0.00281865,0.00111516,0.00109595,0.00113371,0.00147358,0.0015054,0.0014395,0.00120782,0.0012325,0.00118325,0.00279029,0.00159966,0.00173423,0.00165875,0.00175896,0.0011832,0.00116197,0.00120335,0.00138216,0.00142184,0.00134909,0.00160332,0.00153728,0.00166214,0.000958315,0.000982272,0.0009346,0.00195277,0.00204405,0.00186429,0.00159496,0.00149211,0.00169193,0.00250477,0.000922887,0.00089487,0.000949836,0.00100154,0.00103719,0.000966988,0.00111579,0.00113962,0.00109246,0.00150988,0.00155669,0.00146293,0.00290973,0.00283314,0.00296252
SPN01_ZHH_0022_01,0.00150281,0.00139384,0.0016124,0.00258038,0.0025306,0.00262562,0.00152227,0.00245767,0.00249052,0.00110168,0.00105037,0.00115657,0.00275872,0.00285836,0.00265832,0.00140461,0.00132585,0.00148068,0.001361,0.00140168,0.00131743,0.00142463,0.00129178,0.00155694,0.00316728,0.00170684,0.00172435,0.00171453,0.00251293,0.00176351,0.00172267,0.00180227,0.00188492,0.001548,0.00216568,0.00160833,0.00159494,0.00162026,0.00100948,0.00103596,0.00098326,0.00186285,0.00197836,0.00175088,0.00183366,0.00175774,0.00190524,0.00251783,0.00118863,0.00111377,0.00126064,0.00281039,0.00291479,0.00270919,0.00110631,0.00112396,0.00108903,0.00153533,0.00148585,0.00158497,0.00293366,0.0029326,0.00293439
SPN01_MRC_0012_01,0.000882851,0.000926237,0.000839215,0.00132054,0.00138574,0.00126127,0.00129213,0.00195044,0.00184796,0.000953137,0.00096846,0.000936747,0.00176352,0.00180925,0.00171743,0.00100877,0.00100629,0.00101117,0.00103307,0.00100476,0.00106369,0.00121842,0.00116183,0.00127477,0.0025131,0.00123208,0.0012407,0.00123586,0.00143634,0.00113825,0.00112862,0.00114738,0.00146504,0.00131797,0.0015876,0.00138375,0.00135226,0.00141181,0.000899053,0.00091827,0.00088003,0.00143688,0.00159368,0.00128489,0.00123805,0.00112982,0.0013401,0.00203391,0.000956639,0.000926549,0.000985581,0.00201112,0.00203178,0.0019911,0.000974308,0.000958387,0.000989896,0.00118347,0.00118235,0.00118459,0.00246623,0.00242053,0.00249772
SPN01_MRC_0001_01,0.000855714,0.000846504,0.000864977,0.000794069,0.000771064,0.000814979,0.00118052,0.00139637,0.00149235,0.000876071,0.000870275,0.000882272,0.00195439,0.0019749,0.00193373,0.000899988,0.000867736,0.000931135,0.000986772,0.00103173,0.000938458,0.00113629,0.00112148,0.00115103,0.0023587,0.0012471,0.0012423,0.00124499,0.001186,0.000893205,0.00087601,0.000909524,0.00128409,0.00123357,0.00132619,0.00121944,0.00112942,0.00129962,0.000722046,0.000690994,0.000752785,0.00145443,0.0014625,0.0014466,0.00119635,0.00120497,0.00118822,0.00186725,0.000784613,0.000762122,0.000806247,0.000766424,0.000736133,0.000795787,0.000940925,0.000930483,0.000951148,0.00128299,0.00135172,0.00121404,0.00219408,0.00216284,0.00221561
SPN01_ZHH_0009_01,0.001001,0.00101337,0.000988553,0.000932513,0.000961337,0.000906312,0.00130342,0.00187283,0.00199478,0.000933466,0.000944205,0.000921979,0.00252896,0.00258105,0.00247648,0.00103915,0.00103912,0.00103917,0.00190032,0.00192568,0.00187316,0.00103561,0.00103284,0.00103836,0.0027845,0.00135027,0.00127189,0.00131585,0.00165979,0.00107263,0.0010791,0.00106648,0.00118617,0.00113504,0.00122878,0.00145388,0.00141799,0.00148585,0.000872876,0.000915913,0.000830274,0.0019261,0.00212213,0.00173609,0.00145105,0.0013942,0.00150466,0.00242806,0.000867587,0.000880466,0.0008552,0.00121524,0.0013958,0.00104021,0.000896275,0.000897325,0.000895247,0.00130052,0.00136883,0.00123199,0.00300598,0.00300409,0.00300729
SPN01_ZHH_0001_01,0.000940674,0.000937404,0.000943963,0.000928724,0.000943996,0.000914842,0.00129118,0.0014253,0.00163578,0.00100367,0.00101233,0.000994414,0.00271992,0.00288379,0.00255479,0.000959154,0.000954343,0.0009638,0.00186124,0.00187479,0.00184673,0.0010908,0.00107758,0.00110397,0.00285757,0.00131734,0.00119943,0.00126557,0.00135068,0.000982733,0.000988145,0.000977596,0.00143621,0.00145272,0.00142246,0.00130138,0.00132005,0.00128474,0.000820981,0.000821058,0.000820905,0.00133199,0.00144131,0.00122603,0.00122917,0.00123509,0.00122358,0.00215101,0.000802945,0.000792078,0.000813398,0.000802753,0.000778853,0.000825922,0.000963762,0.00095181,0.000975464,0.00125051,0.00122441,0.00127669,0.00245476,0.00287702,0.00216374
SPN01_MRC_P002_01,0.00102716,0.00113433,0.000919375,0.00147328,0.00187732,0.00110601,0.00129549,0.00190078,0.00193604,0.000928211,0.000901973,0.000956278,0.00213536,0.00217507,0.00209534,0.00105304,0.00109454,0.00101296,0.000928011,0.000847895,0.00101359,0.00109587,0.00108195,0.00110974,0.00251329,0.00146193,0.00120433,0.00134882,0.00171044,0.00123118,0.00138129,0.00108873,0.00131048,0.00123343,0.00137468,0.00140303,0.00136945,0.00143294,0.000872071,0.000879846,0.000864375,0.00179022,0.00217416,0.00141807,0.00141291,0.00149991,0.00133089,0.00216348,0.000901149,0.000912065,0.000890649,0.00153635,0.0019851,0.00110133,0.000940905,0.000959532,0.000922668,0.00140549,0.00153104,0.00127955,0.0025155,0.00252038,0.00251214
